(1)ClimateZone,(2)Date,(3)T.Max,(4)T.Min,(5)Rain,(6)Evap,(7)Radn
A,24/10/1987,0,0,0,4.062,4.062
A,25/10/1987,0,0,0,4.111,4.111
A,26/10/1987,0.100000001,0,0.100000001,4.161,4.161
A,27/10/1987,3.200000048,0,3.200000048,4.211,4.211
A,28/10/1987,0.050000001,0,0.050000001,4.261,4.261
A,29/10/1987,0,0,0,4.311,4.311
A,30/10/1987,0.150000006,0,0.150000006,4.361,4.361
A,31/10/1987,0,0,0,4.411,4.411
A,1/11/1987,0.25,0,0.25,4.461,4.461
A,2/11/1987,2.5,0,2.5,4.51,4.51
A,3/11/1987,0.100000001,0,0.100000001,4.56,4.56
A,4/11/1987,0,0,0,4.61,4.61
A,5/11/1987,0.100000001,0,0.100000001,4.66,4.66
A,6/11/1987,0,0,0,4.71,4.71
A,7/11/1987,0,0,0,4.76,4.76
A,8/11/1987,0,0,0,4.81,4.81
A,9/11/1987,0,0,0,4.86,4.86
A,10/11/1987,0,0,0,4.909,4.909
A,11/11/1987,0,0,0,4.959,4.959
A,12/11/1987,0,0,0,5.009,5.009
A,13/11/1987,0,0,0,5.059,5.059
A,14/11/1987,0,0,0,5.109,5.109
A,15/11/1987,0,0,0,5.159,5.159
A,16/11/1987,0.150000006,0,0.150000006,5.209,5.209
A,17/11/1987,0,0,0,5.23,5.23
A,18/11/1987,0.100000001,0,0.100000001,5.25,5.25
A,19/11/1987,0.5,0,0.5,5.271,5.271
A,20/11/1987,0.300000012,0,0.300000012,5.292,5.292
A,21/11/1987,0.400000006,0,0.400000006,5.313,5.313
A,22/11/1987,0.400000006,0,0.400000006,5.334,5.334
A,23/11/1987,1.200000048,0,1.200000048,5.355,5.355
A,24/11/1987,2.799999952,0,2.799999952,5.376,5.376
A,25/11/1987,6.149999619,0,6.149999619,5.396,5.396
A,26/11/1987,0,0,0,5.417,5.417
A,27/11/1987,0,0,0,5.438,5.438
A,28/11/1987,0,0,0,5.459,5.459
A,29/11/1987,0,0,0,5.48,5.48
A,30/11/1987,32.65000153,0,32.65000153,5.501,5.501
A,1/12/1987,7.5,0,7.5,5.522,5.522
A,2/12/1987,0.400000006,0,0.400000006,5.542,5.542
A,3/12/1987,0,0,0,5.563,5.563
A,4/12/1987,0,0,0,5.584,5.584
A,5/12/1987,0,0,0,5.605,5.605
A,6/12/1987,0.050000001,0,0.050000001,5.626,5.626
A,7/12/1987,0,0,0,5.647,5.647
A,8/12/1987,8.449999809,0,8.449999809,5.668,5.668
A,9/12/1987,0.300000012,0,0.300000012,5.689,5.689
A,10/12/1987,0,0,0,5.709,5.709
A,11/12/1987,0,0,0,5.73,5.73
A,12/12/1987,0,0,0,5.751,5.751
A,13/12/1987,0,0,0,5.772,5.772
A,14/12/1987,0,0,0,5.793,5.793
A,15/12/1987,0,0,0,5.814,5.814
A,16/12/1987,0,0,0,5.835,5.835
A,17/12/1987,0,0,0,5.853,5.853
A,18/12/1987,0,0,0,5.871,5.871
A,19/12/1987,0,0,0,5.889,5.889
A,20/12/1987,0,0,0,5.907,5.907
A,21/12/1987,0,0,0,5.926,5.926
A,22/12/1987,0,0,0,5.944,5.944
A,23/12/1987,0,0,0,5.962,5.962
A,24/12/1987,0,0,0,5.98,5.98
A,25/12/1987,0,0,0,5.998,5.998
A,26/12/1987,0,0,0,6.017,6.017
A,27/12/1987,0.799999952,0,0.799999952,6.035,6.035
A,28/12/1987,0.25,0,0.25,6.053,6.053
A,29/12/1987,0,0,0,6.071,6.071
A,30/12/1987,0,0,0,6.089,6.089
A,31/12/1987,0.949999988,0,0.949999988,6.108,6.108
A,1/01/1988,0,0,0,6.126,6.126
A,2/01/1988,0,0,0,6.144,6.144
A,3/01/1988,0,0,0,6.162,6.162
A,4/01/1988,0,0,0,6.181,6.181
A,5/01/1988,0,0,0,6.199,6.199
A,6/01/1988,0,0,0,6.217,6.217
A,7/01/1988,0,0,0,6.235,6.235
A,8/01/1988,0,0,0,6.253,6.253
A,9/01/1988,0,0,0,6.272,6.272
A,10/01/1988,0,0,0,6.29,6.29
A,11/01/1988,1.099999905,0,1.099999905,6.308,6.308
A,12/01/1988,0,0,0,6.326,6.326
A,13/01/1988,0.25,0,0.25,6.344,6.344
A,14/01/1988,1.75,0,1.75,6.363,6.363
A,15/01/1988,0,0,0,6.381,6.381
A,16/01/1988,0,0,0,6.399,6.399
A,17/01/1988,0,0,0,6.366,6.366
A,18/01/1988,0,0,0,6.334,6.334
A,19/01/1988,0,0,0,6.301,6.301
A,20/01/1988,0,0,0,6.268,6.268
A,21/01/1988,0,0,0,6.236,6.236
A,22/01/1988,3.5,0,3.5,6.203,6.203
A,23/01/1988,21.14999962,0,21.14999962,6.17,6.17
A,24/01/1988,0.400000006,0,0.400000006,6.137,6.137
A,25/01/1988,0,0,0,6.105,6.105
A,26/01/1988,0.900000036,0,0.900000036,6.072,6.072
A,27/01/1988,0,0,0,6.039,6.039
A,28/01/1988,0,0,0,6.007,6.007
A,29/01/1988,0,0,0,5.974,5.974
A,30/01/1988,0,0,0,5.941,5.941
A,31/01/1988,0,0,0,5.909,5.909
A,1/02/1988,0,0,0,5.876,5.876
A,2/02/1988,0,0,0,5.843,5.843
A,3/02/1988,0,0,0,5.81,5.81
A,4/02/1988,0,0,0,5.778,5.778
A,5/02/1988,16,0,16,5.745,5.745
A,6/02/1988,7.699999809,0,7.699999809,5.712,5.712
A,7/02/1988,7.649999619,0,7.649999619,5.68,5.68
A,8/02/1988,0.150000006,0,0.150000006,5.647,5.647
A,9/02/1988,0,0,0,5.614,5.614
A,10/02/1988,0,0,0,5.582,5.582
A,11/02/1988,0.200000003,0,0.200000003,5.549,5.549
A,12/02/1988,0,0,0,5.516,5.516
A,13/02/1988,0,0,0,5.483,5.483
A,14/02/1988,0,0,0,5.451,5.451
A,15/02/1988,0,0,0,5.418,5.418
A,16/02/1988,0,0,0,5.385,5.385
A,17/02/1988,0,0,0,5.347,5.347
A,18/02/1988,0,0,0,5.309,5.309
A,19/02/1988,0,0,0,5.272,5.272
A,20/02/1988,0,0,0,5.234,5.234
A,21/02/1988,0,0,0,5.196,5.196
A,22/02/1988,0,0,0,5.158,5.158
A,23/02/1988,0,0,0,5.12,5.12
A,24/02/1988,0,0,0,5.082,5.082
A,25/02/1988,0,0,0,5.044,5.044
A,26/02/1988,0,0,0,5.006,5.006
A,27/02/1988,0,0,0,4.968,4.968
A,28/02/1988,0,0,0,4.93,4.93
A,29/02/1988,0,0,0,4.892,4.892
A,1/03/1988,0,0,0,4.854,4.854
A,2/03/1988,0,0,0,4.817,4.817
A,3/03/1988,0,0,0,4.779,4.779
A,4/03/1988,0,0,0,4.741,4.741
A,5/03/1988,0.200000003,0,0.200000003,4.703,4.703
A,6/03/1988,0,0,0,4.665,4.665
A,7/03/1988,0,0,0,4.627,4.627
A,8/03/1988,0,0,0,4.589,4.589
A,9/03/1988,0,0,0,4.551,4.551
A,10/03/1988,4,0,4,4.513,4.513
A,11/03/1988,1.5,0,1.5,4.475,4.475
A,12/03/1988,5.199999809,0,5.199999809,4.437,4.437
A,13/03/1988,1.799999952,0,1.799999952,4.399,4.399
A,14/03/1988,0,0,0,4.362,4.362
A,15/03/1988,0,0,0,4.324,4.324
A,16/03/1988,0,0,0,4.286,4.286
A,17/03/1988,0,0,0,4.225,4.225
A,18/03/1988,0,0,0,4.164,4.164
A,19/03/1988,0,0,0,4.104,4.104
A,20/03/1988,0,0,0,4.043,4.043
A,21/03/1988,0,0,0,3.983,3.983
A,22/03/1988,0,0,0,3.922,3.922
A,23/03/1988,0,0,0,3.861,3.861
A,24/03/1988,0,0,0,3.801,3.801
A,25/03/1988,0,0,0,3.74,3.74
A,26/03/1988,0,0,0,3.68,3.68
A,27/03/1988,8.799999237,0,8.799999237,3.619,3.619
A,28/03/1988,0.700000048,0,0.700000048,3.558,3.558
A,29/03/1988,9.25,0,9.25,3.498,3.498
A,30/03/1988,0.5,0,0.5,3.437,3.437
A,31/03/1988,1.200000048,0,1.200000048,3.377,3.377
A,1/04/1988,0.5,0,0.5,3.316,3.316
A,2/04/1988,0,0,0,3.255,3.255
A,3/04/1988,0,0,0,3.195,3.195
A,4/04/1988,0,0,0,3.134,3.134
A,5/04/1988,0,0,0,3.073,3.073
A,6/04/1988,0,0,0,3.013,3.013
A,7/04/1988,1.049999952,0,1.049999952,2.952,2.952
A,8/04/1988,0.150000006,0,0.150000006,2.892,2.892
A,9/04/1988,0,0,0,2.831,2.831
A,10/04/1988,0,0,0,2.77,2.77
A,11/04/1988,0,0,0,2.71,2.71
A,12/04/1988,0,0,0,2.649,2.649
A,13/04/1988,0,0,0,2.589,2.589
A,14/04/1988,0.350000024,0,0.350000024,2.528,2.528
A,15/04/1988,0,0,0,2.467,2.467
A,16/04/1988,0,0,0,2.407,2.407
A,17/04/1988,0,0,0,2.37,2.37
A,18/04/1988,0,0,0,2.332,2.332
A,19/04/1988,5.449999809,0,5.449999809,2.295,2.295
A,20/04/1988,0.050000001,0,0.050000001,2.258,2.258
A,21/04/1988,1.850000024,0,1.850000024,2.221,2.221
A,22/04/1988,1.200000048,0,1.200000048,2.184,2.184
A,23/04/1988,0.25,0,0.25,2.147,2.147
A,24/04/1988,1.549999952,0,1.549999952,2.11,2.11
A,25/04/1988,7.449999809,0,7.449999809,2.073,2.073
A,26/04/1988,2.099999905,0,2.099999905,2.036,2.036
A,27/04/1988,0,0,0,1.998,1.998
A,28/04/1988,0.050000001,0,0.050000001,1.961,1.961
A,29/04/1988,0,0,0,1.924,1.924
A,30/04/1988,0,0,0,1.887,1.887
A,1/05/1988,0.050000001,0,0.050000001,1.85,1.85
A,2/05/1988,0,0,0,1.813,1.813
A,3/05/1988,0,0,0,1.776,1.776
A,4/05/1988,2.599999905,0,2.599999905,1.739,1.739
A,5/05/1988,0.400000006,0,0.400000006,1.701,1.701
A,6/05/1988,3.099999905,0,3.099999905,1.664,1.664
A,7/05/1988,2.450000048,0,2.450000048,1.627,1.627
A,8/05/1988,1.049999952,0,1.049999952,1.59,1.59
A,9/05/1988,2.449999809,0,2.449999809,1.553,1.553
A,10/05/1988,0.25,0,0.25,1.516,1.516
A,11/05/1988,0,0,0,1.479,1.479
A,12/05/1988,0,0,0,1.442,1.442
A,13/05/1988,2.150000095,0,2.150000095,1.404,1.404
A,14/05/1988,29.54999924,0,29.54999924,1.367,1.367
A,15/05/1988,9.350000381,0,9.350000381,1.33,1.33
A,16/05/1988,0.449999988,0,0.449999988,1.293,1.293
A,17/05/1988,8.550000191,0,8.550000191,1.276,1.276
A,18/05/1988,9.799999237,0,9.799999237,1.259,1.259
A,19/05/1988,30.95000076,0,30.95000076,1.242,1.242
A,20/05/1988,3.75,0,3.75,1.225,1.225
A,21/05/1988,1.549999952,0,1.549999952,1.208,1.208
A,22/05/1988,38.15000153,0,38.15000153,1.191,1.191
A,23/05/1988,44.90000153,0,44.90000153,1.174,1.174
A,24/05/1988,0.449999988,0,0.449999988,1.157,1.157
A,25/05/1988,0.100000001,0,0.100000001,1.14,1.14
A,26/05/1988,0.850000024,0,0.850000024,1.123,1.123
A,27/05/1988,8.149999619,0,8.149999619,1.106,1.106
A,28/05/1988,0.150000006,0,0.150000006,1.089,1.089
A,29/05/1988,1.350000024,0,1.350000024,1.072,1.072
A,30/05/1988,0,0,0,1.054,1.054
A,31/05/1988,0,0,0,1.037,1.037
A,1/06/1988,0,0,0,1.02,1.02
A,2/06/1988,0,0,0,1.003,1.003
A,3/06/1988,16.95000076,0,16.95000076,0.986,0.986
A,4/06/1988,35.25,0,35.25,0.969,0.969
A,5/06/1988,16.95000076,0,16.95000076,0.952,0.952
A,6/06/1988,20.14999962,0,20.14999962,0.935,0.935
A,7/06/1988,2.549999952,0,2.549999952,0.918,0.918
A,8/06/1988,7.949999809,0,7.949999809,0.901,0.901
A,9/06/1988,7.600000381,0,7.600000381,0.884,0.884
A,10/06/1988,0.100000001,0,0.100000001,0.867,0.867
A,11/06/1988,0,0,0,0.85,0.85
A,12/06/1988,0.050000001,0,0.050000001,0.833,0.833
A,13/06/1988,21.20000076,0,21.20000076,0.816,0.816
A,14/06/1988,19.70000076,0,19.70000076,0.799,0.799
A,15/06/1988,0.100000001,0,0.100000001,0.782,0.782
A,16/06/1988,0.050000001,0,0.050000001,0.765,0.765
A,17/06/1988,3.799999952,0,3.799999952,0.769,0.769
A,18/06/1988,1.450000048,0,1.450000048,0.773,0.773
A,19/06/1988,0.449999988,0,0.449999988,0.777,0.777
A,20/06/1988,8.100000381,0,8.100000381,0.782,0.782
A,21/06/1988,0.200000003,0,0.200000003,0.786,0.786
A,22/06/1988,0.100000001,0,0.100000001,0.79,0.79
A,23/06/1988,0,0,0,0.794,0.794
A,24/06/1988,0,0,0,0.798,0.798
A,25/06/1988,0,0,0,0.803,0.803
A,26/06/1988,0,0,0,0.807,0.807
A,27/06/1988,2.599999905,0,2.599999905,0.811,0.811
A,28/06/1988,0.200000003,0,0.200000003,0.815,0.815
A,29/06/1988,0.950000048,0,0.950000048,0.819,0.819
A,30/06/1988,0.100000001,0,0.100000001,0.824,0.824
A,1/07/1988,0,0,0,0.828,0.828
A,2/07/1988,0,0,0,0.832,0.832
A,3/07/1988,2.299999952,0,2.299999952,0.836,0.836
A,4/07/1988,0.5,0,0.5,0.84,0.84
A,5/07/1988,0.25,0,0.25,0.845,0.845
A,6/07/1988,1.75,0,1.75,0.849,0.849
A,7/07/1988,6.949999809,0,6.949999809,0.853,0.853
A,8/07/1988,11.64999962,0,11.64999962,0.857,0.857
A,9/07/1988,10.64999962,0,10.64999962,0.861,0.861
A,10/07/1988,4.400000095,0,4.400000095,0.866,0.866
A,11/07/1988,3.099999905,0,3.099999905,0.87,0.87
A,12/07/1988,0,0,0,0.874,0.874
A,13/07/1988,0,0,0,0.878,0.878
A,14/07/1988,5.449999809,0,5.449999809,0.882,0.882
A,15/07/1988,0.850000024,0,0.850000024,0.886,0.886
A,16/07/1988,17.75,0,17.75,0.891,0.891
A,17/07/1988,1.299999952,0,1.299999952,0.912,0.912
A,18/07/1988,0.699999988,0,0.699999988,0.933,0.933
A,19/07/1988,20.65000153,0,20.65000153,0.955,0.955
A,20/07/1988,3.449999809,0,3.449999809,0.976,0.976
A,21/07/1988,21.25,0,21.25,0.997,0.997
A,22/07/1988,0.800000012,0,0.800000012,1.019,1.019
A,23/07/1988,1.950000048,0,1.950000048,1.04,1.04
A,24/07/1988,5.75,0,5.75,1.061,1.061
A,25/07/1988,10.60000038,0,10.60000038,1.082,1.082
A,26/07/1988,0,0,0,1.104,1.104
A,27/07/1988,0,0,0,1.125,1.125
A,28/07/1988,0,0,0,1.146,1.146
A,29/07/1988,0.5,0,0.5,1.168,1.168
A,30/07/1988,1.549999952,0,1.549999952,1.189,1.189
A,31/07/1988,0.75,0,0.75,1.21,1.21
A,1/08/1988,0,0,0,1.232,1.232
A,2/08/1988,0.050000001,0,0.050000001,1.253,1.253
A,3/08/1988,2.349999905,0,2.349999905,1.274,1.274
A,4/08/1988,9.699999809,0,9.699999809,1.296,1.296
A,5/08/1988,7.650000095,0,7.650000095,1.317,1.317
A,6/08/1988,2.599999905,0,2.599999905,1.338,1.338
A,7/08/1988,1.700000048,0,1.700000048,1.36,1.36
A,8/08/1988,0.699999988,0,0.699999988,1.381,1.381
A,9/08/1988,0.550000012,0,0.550000012,1.402,1.402
A,10/08/1988,0.100000001,0,0.100000001,1.423,1.423
A,11/08/1988,0,0,0,1.445,1.445
A,12/08/1988,0,0,0,1.466,1.466
A,13/08/1988,0.25,0,0.25,1.487,1.487
A,14/08/1988,0.300000012,0,0.300000012,1.509,1.509
A,15/08/1988,0.050000001,0,0.050000001,1.53,1.53
A,16/08/1988,0,0,0,1.551,1.551
A,17/08/1988,4.25,0,4.25,1.585,1.585
A,18/08/1988,3.950000048,0,3.950000048,1.618,1.618
A,19/08/1988,7.300000191,0,7.300000191,1.651,1.651
A,20/08/1988,1.299999952,0,1.299999952,1.684,1.684
A,21/08/1988,6.300000191,0,6.300000191,1.717,1.717
A,22/08/1988,2.449999809,0,2.449999809,1.751,1.751
A,23/08/1988,0.699999988,0,0.699999988,1.784,1.784
A,24/08/1988,0,0,0,1.817,1.817
A,25/08/1988,0,0,0,1.85,1.85
A,26/08/1988,26.5,0,26.5,1.884,1.884
A,27/08/1988,4.25,0,4.25,1.917,1.917
A,28/08/1988,0.699999988,0,0.699999988,1.95,1.95
A,29/08/1988,0,0,0,1.983,1.983
A,30/08/1988,4.400000095,0,4.400000095,2.016,2.016
A,31/08/1988,0.949999988,0,0.949999988,2.05,2.05
A,1/09/1988,0,0,0,2.083,2.083
A,2/09/1988,7.099999905,0,7.099999905,2.116,2.116
A,3/09/1988,0.200000003,0,0.200000003,2.149,2.149
A,4/09/1988,0.25,0,0.25,2.183,2.183
A,5/09/1988,0.649999976,0,0.649999976,2.216,2.216
A,6/09/1988,0,0,0,2.249,2.249
A,7/09/1988,0,0,0,2.282,2.282
A,8/09/1988,0.150000006,0,0.150000006,2.315,2.315
A,9/09/1988,11.44999981,0,11.44999981,2.349,2.349
A,10/09/1988,10.04999924,0,10.04999924,2.382,2.382
A,11/09/1988,23.90000153,0,23.90000153,2.415,2.415
A,12/09/1988,7.449999809,0,7.449999809,2.448,2.448
A,13/09/1988,0,0,0,2.482,2.482
A,14/09/1988,0,0,0,2.515,2.515
A,15/09/1988,0.100000001,0,0.100000001,2.548,2.548
A,16/09/1988,27.5,0,27.5,2.581,2.581
A,17/09/1988,1.5,0,1.5,2.624,2.624
A,18/09/1988,9.350000381,0,9.350000381,2.667,2.667
A,19/09/1988,0,0,0,2.709,2.709
A,20/09/1988,0,0,0,2.752,2.752
A,21/09/1988,0,0,0,2.795,2.795
A,22/09/1988,1.599999905,0,1.599999905,2.837,2.837
A,23/09/1988,2.950000048,0,2.950000048,2.88,2.88
A,24/09/1988,0.150000006,0,0.150000006,2.923,2.923
A,25/09/1988,0.350000024,0,0.350000024,2.965,2.965
A,26/09/1988,0.150000006,0,0.150000006,3.008,3.008
A,27/09/1988,0,0,0,3.051,3.051
A,28/09/1988,0,0,0,3.093,3.093
A,29/09/1988,0.850000024,0,0.850000024,3.136,3.136
A,30/09/1988,0.200000003,0,0.200000003,3.179,3.179
A,1/10/1988,3.900000095,0,3.900000095,3.221,3.221
A,2/10/1988,1.75,0,1.75,3.264,3.264
A,3/10/1988,0,0,0,3.307,3.307
A,4/10/1988,0,0,0,3.349,3.349
A,5/10/1988,3.850000143,0,3.850000143,3.392,3.392
A,6/10/1988,0.5,0,0.5,3.435,3.435
A,7/10/1988,0.649999976,0,0.649999976,3.477,3.477
A,8/10/1988,0.050000001,0,0.050000001,3.52,3.52
A,9/10/1988,1.349999905,0,1.349999905,3.563,3.563
A,10/10/1988,0.349999994,0,0.349999994,3.605,3.605
A,11/10/1988,0,0,0,3.648,3.648
A,12/10/1988,0,0,0,3.691,3.691
A,13/10/1988,0,0,0,3.733,3.733
A,14/10/1988,0.200000003,0,0.200000003,3.776,3.776
A,15/10/1988,0.100000001,0,0.100000001,3.819,3.819
A,16/10/1988,0.600000024,0,0.600000024,3.861,3.861
A,17/10/1988,0.050000001,0,0.050000001,3.897,3.897
A,18/10/1988,0,0,0,3.932,3.932
A,19/10/1988,0,0,0,3.967,3.967
A,20/10/1988,5.5,0,5.5,4.002,4.002
A,21/10/1988,7.550000191,0,7.550000191,4.038,4.038
A,22/10/1988,5.100000381,0,5.100000381,4.073,4.073
A,23/10/1988,1.75,0,1.75,4.108,4.108
A,24/10/1988,0,0,0,4.143,4.143
A,25/10/1988,0,0,0,4.179,4.179
A,26/10/1988,0.300000012,0,0.300000012,4.214,4.214
A,27/10/1988,0,0,0,4.249,4.249
A,28/10/1988,0,0,0,4.284,4.284
A,29/10/1988,0,0,0,4.32,4.32
A,30/10/1988,0,0,0,4.355,4.355
A,31/10/1988,0,0,0,4.39,4.39
A,1/11/1988,0,0,0,4.425,4.425
A,2/11/1988,0.150000006,0,0.150000006,4.461,4.461
A,3/11/1988,12.80000019,0,12.80000019,4.496,4.496
A,4/11/1988,0.200000003,0,0.200000003,4.531,4.531
A,5/11/1988,0,0,0,4.566,4.566
A,6/11/1988,0,0,0,4.602,4.602
A,7/11/1988,0.75,0,0.75,4.637,4.637
A,8/11/1988,0.400000006,0,0.400000006,4.672,4.672
A,9/11/1988,0,0,0,4.707,4.707
A,10/11/1988,0,0,0,4.743,4.743
A,11/11/1988,0,0,0,4.778,4.778
A,12/11/1988,0,0,0,4.813,4.813
A,13/11/1988,0.75,0,0.75,4.848,4.848
A,14/11/1988,2.099999905,0,2.099999905,4.884,4.884
A,15/11/1988,0.600000024,0,0.600000024,4.919,4.919
A,16/11/1988,0.450000018,0,0.450000018,4.954,4.954
A,17/11/1988,0.150000006,0,0.150000006,4.987,4.987
A,18/11/1988,0,0,0,5.019,5.019
A,19/11/1988,1.799999952,0,1.799999952,5.052,5.052
A,20/11/1988,19.95000076,0,19.95000076,5.085,5.085
A,21/11/1988,12,0,12,5.117,5.117
A,22/11/1988,2.599999905,0,2.599999905,5.15,5.15
A,23/11/1988,3.199999809,0,3.199999809,5.183,5.183
A,24/11/1988,0.899999976,0,0.899999976,5.215,5.215
A,25/11/1988,1.100000024,0,1.100000024,5.248,5.248
A,26/11/1988,1,0,1,5.28,5.28
A,27/11/1988,0.649999976,0,0.649999976,5.313,5.313
A,28/11/1988,0,0,0,5.346,5.346
A,29/11/1988,0.100000001,0,0.100000001,5.378,5.378
A,30/11/1988,0,0,0,5.411,5.411
A,1/12/1988,0,0,0,5.444,5.444
A,2/12/1988,1.5,0,1.5,5.476,5.476
A,3/12/1988,1.350000024,0,1.350000024,5.509,5.509
A,4/12/1988,5.150000095,0,5.150000095,5.541,5.541
A,5/12/1988,0,0,0,5.574,5.574
A,6/12/1988,0,0,0,5.607,5.607
A,7/12/1988,0,0,0,5.639,5.639
A,8/12/1988,0,0,0,5.672,5.672
A,9/12/1988,0.5,0,0.5,5.705,5.705
A,10/12/1988,1.349999905,0,1.349999905,5.737,5.737
A,11/12/1988,0.25,0,0.25,5.77,5.77
A,12/12/1988,0.150000006,0,0.150000006,5.802,5.802
A,13/12/1988,0,0,0,5.835,5.835
A,14/12/1988,0,0,0,5.868,5.868
A,15/12/1988,0,0,0,5.9,5.9
A,16/12/1988,0,0,0,5.933,5.933
A,17/12/1988,0,0,0,5.944,5.944
A,18/12/1988,0,0,0,5.955,5.955
A,19/12/1988,3.299999952,0,3.299999952,5.966,5.966
A,20/12/1988,15.35000038,0,15.35000038,5.976,5.976
A,21/12/1988,0.050000001,0,0.050000001,5.987,5.987
A,22/12/1988,0,0,0,5.998,5.998
A,23/12/1988,0,0,0,6.009,6.009
A,24/12/1988,8,0,8,6.02,6.02
A,25/12/1988,4.150000095,0,4.150000095,6.031,6.031
A,26/12/1988,0.150000006,0,0.150000006,6.042,6.042
A,27/12/1988,3.799999952,0,3.799999952,6.053,6.053
A,28/12/1988,0,0,0,6.063,6.063
A,29/12/1988,0,0,0,6.074,6.074
A,30/12/1988,0.100000001,0,0.100000001,6.085,6.085
A,31/12/1988,0,0,0,6.096,6.096
A,1/01/1989,0,0,0,6.107,6.107
A,2/01/1989,0,0,0,6.118,6.118
A,3/01/1989,0.400000006,0,0.400000006,6.129,6.129
A,4/01/1989,0,0,0,6.14,6.14
A,5/01/1989,0,0,0,6.151,6.151
A,6/01/1989,0,0,0,6.161,6.161
A,7/01/1989,0,0,0,6.172,6.172
A,8/01/1989,0.300000012,0,0.300000012,6.183,6.183
A,9/01/1989,1.599999905,0,1.599999905,6.194,6.194
A,10/01/1989,0.25,0,0.25,6.205,6.205
A,11/01/1989,1.350000024,0,1.350000024,6.216,6.216
A,12/01/1989,0,0,0,6.227,6.227
A,13/01/1989,0,0,0,6.238,6.238
A,14/01/1989,0,0,0,6.248,6.248
A,15/01/1989,0,0,0,6.259,6.259
A,16/01/1989,0,0,0,6.27,6.27
A,17/01/1989,0,0,0,6.25,6.25
A,18/01/1989,0,0,0,6.23,6.23
A,19/01/1989,0,0,0,6.21,6.21
A,20/01/1989,0,0,0,6.191,6.191
A,21/01/1989,0,0,0,6.171,6.171
A,22/01/1989,0,0,0,6.151,6.151
A,23/01/1989,0,0,0,6.131,6.131
A,24/01/1989,0,0,0,6.111,6.111
A,25/01/1989,0,0,0,6.091,6.091
A,26/01/1989,0,0,0,6.071,6.071
A,27/01/1989,0,0,0,6.051,6.051
A,28/01/1989,0,0,0,6.031,6.031
A,29/01/1989,0,0,0,6.011,6.011
A,30/01/1989,0,0,0,5.991,5.991
A,31/01/1989,0,0,0,5.971,5.971
A,1/02/1989,0,0,0,5.951,5.951
A,2/02/1989,0,0,0,5.931,5.931
A,3/02/1989,0,0,0,5.912,5.912
A,4/02/1989,0,0,0,5.892,5.892
A,5/02/1989,0,0,0,5.872,5.872
A,6/02/1989,0,0,0,5.852,5.852
A,7/02/1989,0,0,0,5.832,5.832
A,8/02/1989,0,0,0,5.812,5.812
A,9/02/1989,0.550000012,0,0.550000012,5.792,5.792
A,10/02/1989,0.300000012,0,0.300000012,5.772,5.772
A,11/02/1989,0.100000001,0,0.100000001,5.752,5.752
A,12/02/1989,4.849999905,0,4.849999905,5.732,5.732
A,13/02/1989,0,0,0,5.712,5.712
A,14/02/1989,0,0,0,5.692,5.692
A,15/02/1989,0,0,0,5.672,5.672
A,16/02/1989,0,0,0,5.652,5.652
A,17/02/1989,0,0,0,5.604,5.604
A,18/02/1989,0,0,0,5.555,5.555
A,19/02/1989,0,0,0,5.506,5.506
A,20/02/1989,0,0,0,5.457,5.457
A,21/02/1989,0,0,0,5.408,5.408
A,22/02/1989,0,0,0,5.359,5.359
A,23/02/1989,0,0,0,5.31,5.31
A,24/02/1989,0,0,0,5.261,5.261
A,25/02/1989,0,0,0,5.213,5.213
A,26/02/1989,0,0,0,5.164,5.164
A,27/02/1989,0,0,0,5.115,5.115
A,28/02/1989,0,0,0,5.066,5.066
A,1/03/1989,0,0,0,5.017,5.017
A,2/03/1989,0.050000001,0,0.050000001,4.968,4.968
A,3/03/1989,0,0,0,4.919,4.919
A,4/03/1989,0,0,0,4.871,4.871
A,5/03/1989,0,0,0,4.822,4.822
A,6/03/1989,0.25,0,0.25,4.773,4.773
A,7/03/1989,0,0,0,4.724,4.724
A,8/03/1989,0,0,0,4.675,4.675
A,9/03/1989,0,0,0,4.626,4.626
A,10/03/1989,0.550000012,0,0.550000012,4.577,4.577
A,11/03/1989,0,0,0,4.529,4.529
A,12/03/1989,0,0,0,4.48,4.48
A,13/03/1989,0,0,0,4.431,4.431
A,14/03/1989,0,0,0,4.382,4.382
A,15/03/1989,1.5,0,1.5,4.333,4.333
A,16/03/1989,0,0,0,4.284,4.284
A,17/03/1989,0,0,0,4.224,4.224
A,18/03/1989,0,0,0,4.164,4.164
A,19/03/1989,0.100000001,0,0.100000001,4.104,4.104
A,20/03/1989,2.849999905,0,2.849999905,4.043,4.043
A,21/03/1989,0.25,0,0.25,3.983,3.983
A,22/03/1989,0,0,0,3.923,3.923
A,23/03/1989,0.349999994,0,0.349999994,3.863,3.863
A,24/03/1989,0.700000048,0,0.700000048,3.802,3.802
A,25/03/1989,0,0,0,3.742,3.742
A,26/03/1989,0,0,0,3.682,3.682
A,27/03/1989,0.349999994,0,0.349999994,3.622,3.622
A,28/03/1989,0,0,0,3.562,3.562
A,29/03/1989,0,0,0,3.501,3.501
A,30/03/1989,0.300000012,0,0.300000012,3.441,3.441
A,31/03/1989,0,0,0,3.381,3.381
A,1/04/1989,0.100000001,0,0.100000001,3.321,3.321
A,2/04/1989,0,0,0,3.26,3.26
A,3/04/1989,0,0,0,3.2,3.2
